@relation '/c:/Users/jmonteil/Documents/HCP Anywhere/Documents/Demos/demo Pol/MyMLSample/Data/MLAllData.arff'
@attribute Class {broken,healthy}
@attribute x numeric
@attribute y numeric
@attribute z numeric
@data
healthy,13.9210069717,7.4374057525,39.3586819119
healthy,13.4023188741,6.1600450907,39.1795011398
healthy,12.8229369715,4.963932422,38.8528893228
healthy,12.1942166075,3.8654810969,38.4011197942
healthy,11.5279177667,2.8753312188,37.84706856
healthy,10.8357108428,1.9987286685,37.212925598
healthy,10.1287522689,1.2362153107,36.519220401
healthy,9.4173493122,0.5844977932,35.7841790582
healthy,8.7107211907,0.037375303,35.023387765
healthy,8.0168535197,-0.4133674668,34.2497109079
healthy,7.3424358408,-0.777165338,33.4734001155
healthy,6.6928677465,-1.06400996,32.7023306895
healthy,6.07231753,-1.283930241,31.9423095112
healthy,5.4838177083,-1.4466100527,31.1974100084
healthy,4.9293834874,-1.5611272531,30.4703021023
healthy,4.4101426282,-1.6357933119,29.7625563363
healthy,3.926467753,-1.6780719304,29.0749106386
healthy,3.4781045783,-1.6945565678,28.4074951186
broken,-46.8393261661,-66.0160277358,138.4658295859
broken,-51.4417345428,-61.1808560953,153.3050425103
broken,-53.7791237154,-49.8043451522,163.2857383189
broken,-52.8251768602,-34.4941074523,165.6709951389
broken,-48.4257202023,-19.62419403,160.9034200028
broken,-41.513353921,-8.5397499194,151.7254072624
broken,-33.5996889606,-2.0941014843,140.9594661216
broken,-26.0383479663,0.6221960343,130.3048849965
broken,-19.6398174061,0.9793586298,120.4215781861
broken,-14.6912151575,0.0808339574,111.4205999557
broken,-11.14592337,-1.3981544936,103.2258649418
broken,-8.8064588396,-3.1323484631,95.7390128753
broken,-7.4446723493,-5.0286695058,88.8899942885
broken,-6.8648316668,-7.1363089954,82.6447911948
broken,-6.9299862257,-9.5937063017,77.0058541391
broken,-7.5692790439,-12.6048680083,72.0193618028
broken,-8.7778203954,-16.4351329659,67.7960332844
broken,-10.6155754123,-21.4164498925,64.552712977
broken,-13.2077852875,-27.949103446,62.685943133
broken,-16.7457016456,-36.4753482949,62.8918351122
broken,-21.4808168414,-47.3721580272,66.3366526235
broken,-27.694738726,-60.6551831195,74.8221514852
broken,-35.6052453804,-75.3172244159,90.6889368946
broken,-45.1361203489,-88.1872996979,115.7609568525
broken,-55.4684033927,-92.9128427599,148.3472884147
broken,-64.4550688408,-81.6776530139,179.3870008619
broken,-68.5884890424,-52.8277778255,194.9797911483
broken,-64.8059183503,-17.6796605926,189.5872732026
broken,-53.4956164885,8.8189698746,171.6572136282
broken,-38.5401157613,22.208850652,151.9926882769
broken,-23.9603638221,26.6301681683,135.5393527419
broken,-11.8186361444,27.1299657575,122.8539675193
broken,-2.470971688,26.8112004269,113.1508735404
broken,4.5567496196,27.1380208343,105.6915643117
broken,9.9762547111,28.7013537607,100.0905836351
broken,14.470278483,31.7025991474,96.2871168967
broken,18.6060354425,36.1693865702,94.4814299428
broken,22.8212397131,41.9995140546,95.0946643316
broken,27.4240255551,48.8826920723,98.7187443009
broken,32.5741055192,56.1221162387,105.972766617
broken,38.2256280919,62.4091779583,117.1451735855
broken,44.0296800598,65.7333808077,131.5520917675
broken,49.2385682393,63.8083144582,146.8641759477
broken,52.7353073319,55.3393830132,159.245032443
broken,53.3602854954,41.5587171373,165.0954167774
broken,50.5279090894,26.2314166277,163.3716414019
broken,44.6967508986,13.3735857378,155.9552721533
broken,37.17919126,4.9517617709,145.7834318162
broken,29.4446081826,0.723138221,135.0686090799
broken,22.5514553919,-0.5579062635,124.8828334829
broken,17.0052085946,-0.1293784786,115.5406477187
broken,12.892907697,1.1567547806,107.0329241499
broken,10.0762309971,2.8376535392,99.2698753005
broken,8.3389724072,4.7315900478,92.1733774022
broken,7.4732006409,6.8356536391,85.6997722454
broken,7.3201893605,9.2581338273,79.8430262597
broken,7.7852960325,12.1833991294,74.6402245835
broken,8.8408407758,15.8598941627,70.1888062067
broken,10.5254135886,20.6009088072,66.6827066939
broken,12.9435324411,26.7854005376,64.4773128672
broken,16.2655807843,34.8369845269,64.1961571286
broken,20.7227176825,45.1358008337,66.8855357274
broken,26.5818576388,57.7710023387,74.176700205
broken,34.0672523668,71.9777298187,88.2548411485
broken,43.1657669552,85.1269500968,111.0617070587
broken,53.2364509092,91.6598113013,141.8062439558
broken,62.4580574033,84.0280433907,173.2038712678
broken,67.6348540403,58.8969611616,192.1392145191
broken,65.5377597494,24.797462019,190.7941807005
broken,55.7600882941,-3.4121901589,175.0261030119
broken,41.5587414654,-19.0196578952,155.6340229586
broken,27.0199256188,-24.8408545912,138.6437648974
broken,14.5733383684,-25.8830492534,125.2740776402
broken,4.8638053392,-25.5699180135,114.925343013
broken,-2.4402882654,-25.6206061256,106.8444240506
broken,-8.0035645519,-26.7702014185,100.5807633358
broken,-12.5075573999,-29.2996212187,96.0024665602
broken,-16.5376527164,-33.2985370154,93.2397195193
broken,-20.5602649481,-38.7495933301,92.6514357059
broken,-24.9257037598,-45.4882993189,94.8040848267
broken,-29.860726694,-53.0544261271,100.3993295742
broken,-35.4272145579,-60.452509703,110.0361585539
broken,-41.4332853928,-65.9232973805,123.671475737
broken,-47.3108882698,-67.0342016237,139.8089198682
broken,-52.0444834747,-61.5812149312,155.0095540341
broken,-54.3332990243,-49.348419805,164.88560693
broken,-53.1369280117,-33.2737297257,166.7186585281
broken,-48.369760423,-18.0250419926,161.2452677271
broken,-41.0870279997,-6.953247689,151.49112733
broken,-32.8949207252,-0.7157115374,140.368136017
broken,-25.1719105201,1.7806510599,129.5287360812
broken,-18.7032957409,1.9951450757,119.5587308133
broken,-13.7356699449,1.0516120154,110.5161221481
broken,-10.1867222744,-0.3816281444,102.2953520138
broken,-7.8334996832,-1.9894339341,94.7819729042
broken,-6.4309239034,-3.6824992984,87.8943739094
broken,-5.7713019982,-5.504732744,81.5857497915
broken,-5.7073253772,-7.5799047067,75.840101667
broken,-6.1567444163,-10.0883467716,70.6742650571
broken,-7.1003289816,-13.263892615,66.1506772753
broken,-8.5795842536,-17.4029132769,62.4059047912
broken,-10.6971832192,-22.877066407,59.7040252671
broken,-13.6203551842,-30.1357733439,58.5298042074
broken,-17.5840555426,-39.6672294081,59.7396649476
broken,-22.8840172703,-51.8464570625,64.7707450488
broken,-29.8350028204,-66.5232454045,75.8122991326
broken,-38.6401810406,-82.1233971181,95.5377509225
broken,-49.0761528992,-94.2113883346,125.3925255103
broken,-59.9086094037,-94.7073785938,161.4201824202
broken,-68.2603140093,-75.699542395,190.7056717401
broken,-70.0457288219,-39.9558302295,198.8561969097
broken,-62.8241531597,-4.0243390519,186.0308730841
broken,-48.7121977738,18.6223465938,164.8834844515
broken,-32.5519071256,28.0783899037,145.2601431561
broken,-18.0006358386,30.3393111963,130.0450373276
broken,-6.3990485502,30.2012870519,118.7889318568
broken,2.3850319943,30.1354262933,110.4943499251
broken,9.0451266261,31.1610694557,104.498951683
broken,14.3529529052,33.6102564178,100.5556147106
broken,18.9747057482,37.5073674489,98.7409922314
broken,23.4225445564,42.6898718144,99.3675748756
broken,28.0467030983,48.7727138515,102.8914398824
broken,33.0209456791,55.0153993385,109.7421631424
broken,38.2996145573,60.1694210581,119.9838067051
broken,43.5483681175,62.4808027817,132.7925118029
broken,48.0921524369,60.137098694,146.0143177284
broken,50.9829395386,52.3086189319,156.4466925888
broken,51.301102593,40.215376421,161.2700847549
broken,48.6405283117,26.947457414,159.7144936154
broken,43.4341912963,15.7119306942,153.248624786
broken,36.7808487518,8.1569084531,144.2062049308
broken,29.9111030801,4.2136894557,134.4470970932
broken,23.7437238102,2.955355198,124.9697496109
broken,18.7545153433,3.3863593758,116.1467512042
broken,15.0661579111,4.7879318457,108.0515463457
broken,12.5993836554,6.7603341583,100.6651059015
broken,11.1980117761,9.1550232131,93.9689224562
broken,10.707694521,11.9969380879,87.980252632
broken,11.017112977,15.4281792077,82.7708523823
broken,12.0757688724,19.6741676375,78.491274347
broken,13.899384576,25.0219008382,75.4129047096
broken,16.5687884789,31.7921613001,73.9961352583
broken,20.222397956,40.2745251615,74.9866702948
broken,25.0349084853,50.5697998216,79.5157480647
broken,31.163282406,62.2526689055,89.0985522222
broken,38.6247351659,73.7751124981,105.2422137796
broken,47.0608257256,81.7529132879,128.1630053225
broken,55.3869267406,81.0266630708,154.4960437373
broken,61.5404634598,67.3338192746,176.1103746957
broken,62.9308688554,42.5741272759,184.3946146136
broken,58.0452508763,16.0460178312,178.0776444338
broken,47.9654349455,-3.298318282,163.5155381482
broken,35.6621341709,-13.4044108285,147.4821387869
broken,23.886163371,-17.0200039409,133.2177983331
broken,14.0686832162,-17.471104324,121.3045059335
broken,6.4991342065,-16.9832161733,111.3640932145
broken,0.8633701154,-16.7324468858,102.933337231
broken,-3.3596259649,-17.2723041995,95.7118759044
broken,-6.6986687412,-18.8644253466,89.5763214613
broken,-9.6184503265,-21.6701198909,84.5554198995
broken,-12.510851022,-25.8449882866,80.8286909319
broken,-15.7110439655,-31.5671124657,78.7611003435
broken,-19.5165004055,-39.0023436069,78.9697855564
broken,-24.1931027739,-48.1798689945,82.3983390793
broken,-29.9499266668,-58.7205612462,90.3153417866
broken,-36.8548789659,-69.3617048949,104.0223341767
broken,-44.6565171888,-77.3728836236,123.8969612847
broken,-52.5084451332,-78.4774540207,147.6118208846
broken,-58.7410072662,-68.6334894839,168.8429406943
broken,-61.1152029984,-48.1154246753,179.7606726936
broken,-57.9952562009,-23.715513486,177.3416407102
broken,-49.7681179493,-3.8806646207,165.6451985337
broken,-38.7551291504,7.8219369448,150.8519022978
broken,-27.5766332876,12.800789686,136.7642721292
broken,-17.8860517739,13.952449169,124.5561059845
broken,-10.2448115476,13.5585732142,114.1446765182
broken,-4.5319992048,12.9477661085,105.1524398792
broken,-0.3368555296,12.7826133639,97.2666105496
broken,2.8118170049,13.3716857936,90.3048268299
broken,5.3461855142,14.8769154173,84.1983444242
broken,7.6335606909,17.4328008636,78.9761294544
broken,9.9853783324,21.2095136144,74.7735252633
broken,12.6791708001,26.4387780197,71.872209635
broken,15.9814765328,33.4033075119,70.7764247166
broken,20.1627159678,42.3663426126,72.3255492659
broken,25.4915863625,53.3812524243,77.8114240379
broken,32.1851062174,65.8767995908,88.9635187132
broken,40.271112627,77.9261254698,107.426283519
broken,49.3083157093,85.4183589265,133.0998042908
broken,57.9747260814,82.3697340005,161.364587699
broken,63.829527982,64.6736090554,182.3407193287
broken,64.0321074396,36.3198139557,187.331019454
broken,57.3811570035,8.7933951043,177.3802381487
broken,45.7200941477,-9.3383051541,160.720261507
broken,32.5060783153,-17.7724577772,144.0981120796
broken,20.4392296531,-20.2625421932,130.0255803517
broken,10.67080441,-20.2733584296,118.5863393452
broken,3.2442053285,-19.8668527777,109.216275477
broken,-2.302448617,-20.0539064399,101.4308449545
broken,-6.5627984945,-21.2884192742,94.9750347123
broken,-10.0969474816,-23.7857226408,89.8048709923
broken,-13.3822535198,-27.6845320565,86.0632920374
broken,-16.8148003686,-33.1043147801,84.0903724535
broken,-20.7242838274,-40.1194449341,84.4631987541
broken,-25.379122493,-48.6378958688,88.0317101836
broken,-30.9612281032,-58.1485314051,95.8614753808
broken,-37.4861808957,-67.3213475346,108.892780247
broken,-44.646620889,-73.6073591267,127.0526781824
broken,-51.5971980661,-73.4095334654,147.8678881167
broken,-56.8321585619,-63.7891774557,165.8292989855
broken,-58.5018430964,-45.5741943265,174.7767729205
broken,-55.3992073916,-24.4784316188,172.5754595547
broken,-47.9782212062,-7.1733940948,162.4431587508
broken,-38.1850626994,3.4057064697,149.2736926434
broken,-28.2032780988,8.1783637764,136.2826702489
broken,-19.4716840488,9.4031571715,124.6421350929
broken,-12.5417221559,8.9910246445,114.4334188754
broken,-7.3738629238,8.1187915709,105.4101220835
broken,-3.6556258451,7.393200106,97.3232854475
broken,-1.0039076168,7.0876818059,89.9995571121
broken,0.9380738446,7.3161581239,83.3344949537
broken,2.4688140717,8.139795478,77.2729511301
broken,3.8298496092,9.6288928605,71.7982551382
broken,5.2216199895,11.8995749529,66.934399222
broken,6.8243291807,15.1382324439,62.7630969981
broken,8.8196659639,19.6200681283,59.4611253322
broken,11.4117624833,25.7203024519,57.369473168
broken,14.8458120758,33.9030802576,57.1124359045
broken,19.4195564394,44.64469603,59.7838822445
broken,25.4735899411,58.1892137504,67.1783243975
broken,33.3253396554,73.9389240233,81.8746608971
broken,43.0725999037,89.2413188439,106.5121978549
broken,54.1530924493,97.8364357819,140.9444514962
broken,64.6370948491,90.3602103826,177.1455710305
broken,70.8106425771,61.7970929836,198.9258366354
broken,68.6473906747,22.3517273082,196.3478095542
broken,57.5364314667,-9.2869989928,177.4124468588
broken,41.4988081564,-25.6171642228,155.660996558
broken,25.3909747854,-31.0309442381,137.7350614332
broken,11.8497142198,-31.7055582514,124.4452290772
broken,1.3964488267,-31.4122013399,114.8023943858
broken,-6.4776272133,-31.8448170834,107.8807131016
broken,-12.5657527821,-33.6125704293,103.2045578598
broken,-17.6169890174,-36.8382381208,100.6904482307
broken,-22.2300888022,-41.4002823036,100.5348837126
broken,-26.8309352426,-46.9643980975,103.1090688545
broken,-31.6629663278,-52.8936486305,108.8084169044
broken,-36.7583300804,-58.1141038111,117.7734743906
broken,-41.8837157758,-61.0757901166,129.4443699082
broken,-46.4898136176,-60.049995893,142.1128952228
broken,-49.7442573637,-53.953311989,152.9727385438
broken,-50.7544304737,-43.3818685158,159.1653503011
broken,-48.9850156038,-30.8217322013,159.3594284078
broken,-44.6258275872,-19.3796347808,154.3792490101
broken,-38.5667413137,-11.0857043215,146.2725810108
broken,-31.9712924355,-6.3234344386,136.9682419351
broken,-25.8158065163,-4.4206677744,127.6542647021
broken,-20.6809732182,-4.4425035717,118.8577486501
broken,-16.783740503,-5.6344929372,110.7395796895
broken,-14.1079210872,-7.5374861751,103.3217304872
broken,-12.5310167083,-9.9511367465,96.6046241642
broken,-11.9118455175,-12.8633425879,90.6172880913
broken,-12.1402048144,-16.3911060799,85.4431283267
broken,-13.1604211181,-20.7405080528,81.2470053064
broken,-14.9796419824,-26.1773289653,78.3175783712
broken,-17.6670868583,-32.9898595996,77.1325435727
broken,-21.3445523162,-41.411885402,78.4446588884
broken,-26.1607122568,-51.4518144757,83.3555866001
broken,-32.2305767894,-62.5515215143,93.2602757403
broken,-39.5076035233,-73.0309753627,109.3790723748
broken,-47.5532127648,-79.5306070257,131.4675886551
broken,-55.2277873874,-77.3623041775,155.8317331308
broken,-60.540071417,-63.2639248529,174.8363172868
broken,-61.1937962416,-39.829077,181.2802116422
broken,-56.0662636237,-15.6126652492,174.7473729521
broken,-46.3574000138,1.8489294131,161.0138766218
broken,-34.7878809513,11.0220004551,145.92405085
broken,-23.7935094138,14.3456330325,132.2977247497
broken,-14.6401152267,14.7342214526,120.6938090363
broken,-7.5902744237,14.1726997257,110.8214071863
broken,-2.3671606278,13.7340022195,102.2866574019
broken,1.4971184555,13.9320975598,94.8161176522
broken,4.4815134406,15.0103528974,88.2746669869
broken,7.0084349102,17.1175693598,82.6432308173
broken,9.4346271781,20.4040224629,78.0125710086
broken,12.0672820465,25.0664895185,74.6075075648
broken,15.1870918398,31.3529710917,72.846097278
broken,19.0669028602,39.5150601675,73.4343605244
broken,23.974460614,49.664393882,77.4766780455
broken,30.1400445983,61.4492801467,86.5084251047
broken,37.6542611299,73.4563626719,102.1766898572
broken,46.2467655,82.4226683194,125.0417515237
broken,54.9289821766,83.0632355955,152.2059326437
broken,61.6812029971,70.4543213496,175.6068813838
broken,63.7867514017,45.5971803161,185.7628689507
broken,59.4212543412,17.7736658544,180.3416428902
broken,49.4258331044,-3.0647579196,165.6643078469
broken,36.8280912586,-14.1370763889,149.1295738793
broken,24.5964510232,-18.1816800103,134.4169272811
broken,14.3296995752,-18.7718476913,122.2285038744
broken,6.3853282312,-18.3268497326,112.1659253105
broken,0.4544055199,-18.1226742072,103.7249892085
broken,-4.0040936146,-18.7552881392,96.5809734501
broken,-7.5443803005,-20.5015425138,90.6069655669
broken,-10.6540992317,-23.524642969,85.8467165159
broken,-13.7430297286,-27.97095645,82.5120738376
broken,-17.1577321418,-33.9909460206,81.0168327009
broken,-21.1977034727,-41.6865004413,82.0368404606
broken,-26.1150147452,-50.9556371506,86.5570807638
broken,-32.0767641225,-61.1828300125,95.7945297201
broken,-39.0622199361,-70.7575046782,110.7534331799
broken,-46.6690882742,-76.6304970356,131.0940469476
broken,-53.8598263769,-74.6842944081,153.4855564814
broken,-58.8576987044,-62.0866504152,171.2595205071
broken,-59.632647115,-40.9525194458,178.0090001006
broken,-55.1494164744,-18.5611618981,172.9067594085
broken,-46.3682353761,-1.7546950811,160.6472849556
broken,-35.6609857053,7.5732173765,146.4917405061
broken,-25.2847769656,11.2531079127,133.2774319583
broken,-16.5156845948,11.860366263,121.7589938251
broken,-9.705432389,11.2809100251,111.7917667432
broken,-4.6687102096,10.5852903922,103.0492909331
broken,-1.0077500651,10.2994554396,95.2719096616
broken,1.705979256,10.6637273417,88.3038105213
broken,3.8558387966,11.8029143827,82.0745404173
broken,5.7631369372,13.8258887675,76.5837519881
broken,7.6981973765,16.8817810618,71.9051727677
broken,9.902257461,21.1904501852,68.2149195487
broken,12.6114237148,27.0527264349,65.8509260547
broken,16.0773363676,34.8298371574,65.4138249702
broken,20.5779365572,44.8543531731,67.913672977
broken,26.404276545,57.18780631,74.9228066172
broken,33.7923236886,71.0791174538,88.5439987458
broken,42.7411541922,84.0016447815,110.6553315222
broken,52.6436719337,90.6343279204,140.5636573682
broken,61.7614293705,83.7016577995,171.4245098291
broken,67.0270841934,59.7470983261,190.6622034138
broken,65.2798875853,26.544468782,190.2886517303
broken,55.9833870725,-1.5649245686,175.3795541782
broken,42.1717922786,-17.5370509085,156.3679965215
broken,27.8416699137,-23.7152536634,139.4103413325
broken,15.4680082552,-24.9374936655,125.9151689833
broken,5.7706877942,-24.6417464449,115.3759044291
broken,-1.5282964232,-24.5989593542,107.0619262444
broken,-7.0652555266,-25.58563041,100.5141212181
broken,-11.5101454986,-27.9118770782,95.5792249643
broken,-15.4465610777,-31.6948979157,92.3592602457
broken,-19.3461619188,-36.95743091,91.1829776873
broken,-23.5728664767,-43.6048334711,92.5977760238
broken,-28.3805385554,-51.2938682633,97.3297895946
broken,-33.8797376853,-59.1963067835,106.1069414043
broken,-39.9557142688,-65.720758679,119.1916486219
broken,-46.1393249273,-68.4462837,135.5565281144
broken,-51.4929950327,-64.7858473131,152.1231125263
broken,-54.68327958,-53.7145132817,164.2628727693
broken,-54.4507756684,-37.4884647734,168.3281194868
broken,-50.3798210536,-20.9347695098,164.1971394321
broken,-43.3130086831,-8.2248352375,154.787025235
broken,-34.8918470562,-0.6818462549,143.4199210194
broken,-26.6814468639,2.6150149417,132.1530545255
broken,-19.6502960305,3.246964829,121.7751958936
broken,-14.1549534242,2.5160946128,112.3977263171
broken,-10.1539018954,1.2285742053,103.9055641764
broken,-7.4221076312,-0.2119063563,96.1598643855
broken,-5.6916593252,-1.6599967437,89.0555129323
broken,-4.7240603057,-3.1185256136,82.5238914579
broken,-4.3387319796,-4.6720465802,76.5242736256
broken,-4.4187274837,-6.4543278626,71.0386205222
broken,-4.9072715746,-8.6388929066,66.073550672
broken,-5.8028606943,-11.4445862333,61.6713496054
broken,-7.1568748237,-15.1506763282,57.9340074534
broken,-9.0753871848,-20.1164790043,55.0687869162
broken,-11.7252492214,-26.7966403677,53.4705624527
broken,-15.3423830966,-35.7299407074,53.8635532964
broken,-20.2353969231,-47.4455445859,57.5223767323
broken,-26.7658323622,-62.1571182265,66.5368686555
broken,-35.2597409696,-78.9972540038,83.8521641705
broken,-45.7567440978,-94.525765784,112.1927327841
broken,-57.4613093025,-101.0360098235,150.2609666922
broken,-67.9192374275,-88.1321386878,186.9284223994
broken,-72.77033373,-53.1211538648,203.8962529525
broken,-68.0545305624,-11.3755137049,194.8652413595
broken,-54.4515665166,17.842827505,172.5427440681
broken,-37.1009119514,30.9206962909,150.4820642665
broken,-20.7757259732,34.4099803727,133.5269315509
broken,-7.5311564502,34.4676940193,121.4802678926
broken,2.5485676625,34.3248802945,113.1095754628
broken,10.1748826942,35.2623478356,107.5343825169
broken,16.1958743281,37.6319176033,104.3810030881
broken,21.3405247142,41.3631965611,103.648920072
broken,26.1459659574,46.1257510432,105.5578192389
broken,30.941114378,51.3118336894,110.3773312567
broken,35.8300870127,55.9527130556,118.1741484753
broken,40.659517263,58.7012063887,128.4445804387
broken,44.9895226532,58.0715850439,139.7549548926
broken,48.129217627,53.0809581058,149.7578781368
broken,49.3176353419,44.0719336428,155.9641449869
broken,48.0586669341,32.9680019335,156.9940079565
broken,44.436907334,22.3970255596,153.2338250905
broken,39.1473357081,14.315153179,146.2755670081
broken,33.1876119011,9.3484525525,137.8356805263
broken,27.4662136574,7.1124737096,129.106771494
broken,22.58131607,6.8556350646,120.7052733205
broken,18.8071526287,7.8983342884,112.8809743404
broken,16.189036227,9.7932472471,105.720874132
broken,14.6540468718,12.326736107,99.272141413
broken,14.0954922882,15.4675886915,93.6040077377
broken,14.424795425,19.3130891965,88.8436073788
broken,15.5979859302,24.0446713724,85.2103389273
broken,17.6251904363,29.8857214023,83.0618992024
broken,20.5677178682,37.040829061,82.9547066358
broken,24.5212645544,45.5810428726,85.7023936946
broken,29.5756113508,55.2242150509,92.369601004
broken,35.7312762388,64.9673783627,104.0436095381
broken,42.7479407486,72.640330216,121.1168162821
broken,49.9221142207,74.8081922444,141.950092276
broken,55.8947729464,67.9718287836,161.7453115457
broken,58.7932663473,51.5560774359,173.9175298237
broken,57.0563410086,30.1845388973,174.7094423529
broken,50.6071085019,11.0324240484,166.1310233041
broken,41.109184233,-1.59611744,153.2016528769
broken,30.8599118315,-7.8051147868,139.8356748955
broken,21.5803054431,-9.7860137035,127.7051298516
broken,14.0523888479,-9.674576554,117.0822061959
broken,8.3579171515,-8.8671798128,107.7471788994
broken,4.22389388,-8.1118762375,99.4279465731
broken,1.2633090518,-7.7582185578,91.9255850071
broken,-0.9018575745,-7.9564246846,85.1192124882
broken,-2.5949536809,-8.7829625463,78.9459756703
broken,-4.0800758086,-10.3138519498,73.3879932029
broken,-5.5761820825,-12.6675530845,68.4734490374
broken,-7.278111123,-16.0321394812,64.2942343841
broken,-9.379077929,-20.6838930872,61.0455649779
broken,-12.0922335669,-26.9954512756,59.0989785427
broken,-15.669005817,-35.4163717135,59.1257694867
broken,-20.4083736322,-46.3779289793,62.2830301882
broken,-26.6410669155,-60.0130670694,70.423061019
broken,-34.6503469524,-75.4934498301,86.0917996302
broken,-44.4526916431,-89.7929606983,111.5959222736
broken,-55.3343562163,-96.3362896552,145.9090792905
broken,-65.1748202416,-86.2278311503,179.9736018639
broken,-70.2275428597,-56.3381816814,198.1875094741
broken,-66.8940961769,-18.3264361545,193.1969518283
broken,-55.2378577715,10.6308949525,174.0737565181
broken,-39.4293571178,25.079116589,153.1654218113
broken,-23.9473234281,29.6996396188,136.0392553108
broken,-11.0720522969,30.1741309437,123.2089411344
broken,-1.1729683191,29.8877798141,113.7288808455
broken,6.2816112328,30.3658425546,106.7630957505
broken,12.0618267501,32.1721626923,101.8958916884
broken,16.8883073762,35.4416190304,99.0760567578
broken,21.3411021732,40.096236702,98.5239609269
broken,25.8423344601,45.8693040907,100.6504643598
broken,30.6488071714,52.2081948105,105.9361808517
broken,35.8230602048,58.1136774255,114.6807574693
broken,41.1728083378,62.0358929655,126.5514630273
broken,46.1799486484,62.0747527259,140.0351582672
broken,49.994701627,56.7646015313,152.2826343155
broken,51.6194776041,46.2828295333,160.0249614803
broken,50.3386820671,33.0158120637,161.3722107564
broken,46.1811932663,20.4223374498,156.8681089884
broken,39.9990678703,11.0213791445,148.6820493233
broken,33.0444225761,5.4657970907,139.0253691774
broken,26.4255524596,3.0912589413,129.2983140814
broken,20.8253220152,2.8502263992,120.118895024
broken,16.5112990674,3.868442838,111.6610016618
broken,13.4770135723,5.5991025142,103.9273203157
broken,11.5863149184,7.7856188761,96.8890667892
broken,10.6741478682,10.3799955363,90.5410639934
broken,10.6035513086,13.4745375713,84.9236881525
broken,11.2925880116,17.2582856128,80.1418451108
broken,12.7243554359,21.9919327144,76.3965860245
broken,14.9485739827,27.9871768653,74.0392546729
broken,18.0778386746,35.5672286406,73.6548192957
broken,22.2752922664,44.9671290792,76.1685069959
broken,27.7213331015,56.1020967082,82.9230577579
broken,34.5327163671,68.1063140237,95.5466376452
broken,42.5903798047,78.6190717406,115.1998177036
broken,51.2372658693,83.2368899146,140.7168765846
broken,58.9171756402,76.5770551847,166.3036469488
broken,63.1555467309,56.6117366245,182.4890693999
broken,61.5850323053,29.3131539373,183.3052311423
broken,53.839781497,5.257676223,171.8830176626
broken,42.1800762312,-9.5922974288,155.8122549828
broken,29.7547065528,-16.1359229341,140.3373160625
broken,18.740955476,-17.8565402788,127.1816074526
broken,9.9575564948,-17.6484944364,116.2794937197
broken,3.3321042713,-17.1948748886,107.1389305934
broken,-1.594370727,-17.3233981166,99.3601831266
broken,-5.3693373005,-18.4150256279,92.7323013251
broken,-8.5003024991,-20.6659942803,87.2136271154
broken,-11.4200685266,-24.2269317124,82.9150620536
broken,-14.4937156912,-29.2607024391,80.1168411702
broken,-18.0377925107,-35.9362686894,79.320471362
broken,-22.3334267936,-44.3462240534,81.3211013547
broken,-27.6164981359,-54.3043160003,87.2466861196
healthy,3.0642916866,-1.6909895865,27.7600150734
healthy,2.6838691848,-1.6723089646,27.1318953505
healthy,2.3353749328,-1.6427116942,26.5223908014
healthy,2.0171280026,-1.6057257855,25.930668162
healthy,1.7272996996,-1.5642851291,25.3558646607
healthy,1.4639729133,-1.520803308,24.7971282291
healthy,1.2251908156,-1.4772438489,24.2536435822
healthy,1.0089960424,-1.4351854277,23.7246477477
healthy,0.8134615248,-1.3958812678,23.2094379635
healthy,0.6367141014,-1.3603124704,22.7073742459
healthy,0.4769519757,-1.3292353442,22.2178784106
healthy,0.3324569901,-1.3032230075,21.7404308797
healthy,0.2016025903,-1.2827016607,21.2745662531
healthy,0.0828582502,-1.267981986,20.8198683376
healthy,-0.0252089687,-1.2592861598,20.3759651088
healthy,-0.123935144,-1.2567709575,19.9425239179
healthy,-0.2145620091,-1.2605474158,19.5192471323
healthy,-0.2982408416,-1.2706974915,19.1058683179
healthy,-0.3760373736,-1.2872881189,18.702149008
healthy,-0.4489374332,-1.3103830408,18.3078760692
healthy,-0.5178530818,-1.3400527465,17.9228596499
healthy,-0.583629055,-1.3763828197,17.5469316868
healthy,-0.6470493562,-1.4194809661,17.1799449381
healthy,-0.708843885,-1.4694829573,16.8217725181
healthy,-0.7696950108,-1.526557701,16.4723079085
healthy,-0.830244026,-1.5909116194,16.1314654321
healthy,-0.8910974335,-1.662792492,15.7991811838
healthy,-0.9528330381,-1.7424928981,15.4754144237
healthy,-1.0160058269,-1.8303533703,15.1601494468
healthy,-1.0811536304,-1.9267653517,14.8533979601
healthy,-1.1488025681,-2.0321740303,14.5552020043
healthy,-1.2194722851,-2.1470811064,14.2656374754
healthy,-1.2936809908,-2.2720475273,13.9848183135
healthy,-1.3719503137,-2.4076962104,13.7129014394
healthy,-1.4548099854,-2.5547147499,13.4500925382
healthy,-1.5428023666,-2.7138580852,13.1966528041
healthy,-1.6364868241,-2.8859510816,12.9529067783
healthy,-1.7364439647,-3.0718909466,12.7192514324
healthy,-1.8432797232,-3.272649371,12.4961666676
healthy,-1.9576292951,-3.4892742426,12.2842274225
healthy,-2.0801608909,-3.7228907325,12.0841175978
healthy,-2.2115792782,-3.9747014924,11.8966460287
healthy,-2.3526290553,-4.245985628,11.7227647467
healthy,-2.5040975811,-4.5380960263,11.563589781
